0, persistent headaches coughing persistent nausea and vomiting drowsiness vision problems seizures (fits) ,*,*,malignant brain tumour,science.aiml
0,cold runny nose sneezing cough red eyes ,*,*,Measles,science.aiml
0,nausea vomiting sweating poor concentration feeling very hot or very cold abdominal (tummy) pain diarrhoea,*,*,migraine,science.aiml
0,chest pain shortness of breath high temperature (fever) sweating cough,,*,mesothelioma,science.aiml
0,red or white patches in the mouth or throata lump ulcers persistent pain in the mouth,*,*,Mouth cancer,science.aiml
0,nosebleedsdecreased sense of smellpain or numbness in the face,*,*,Nasal and sinus cancer,science.aiml
0,suddenly feeling sick projectile vomiting diarrhoea,*,*,Norovirus,science.aiml
0,persistent pelvic abdominal pain difficulty eating feeling full quickly feeling nauseous,*,*,ovarian cancer,science.aiml
0,lump in the neck bone pain difficulty walking pale skin bleeding,*,*,Neuroblastoma ,science.aiml
0,hyperactivity mood swings feeling tired all the time (fatique)muscle weakness,*,*,overactive thyroid (hyperthyroidism),science.aiml
0,pelvic pain pain during sex  heavy periods bloating  ,*,*,ovarian cyst,science.aiml
0,sweating trembling chills chest pain nausea,*,*,panic disorder,science.aiml
0,rapid heart beat fever sweating shivering chest pain,*,*,Pneumonia,science.aiml
0,skin that are dry red and covered in silver scales,*,*,Psoriasis,science.aiml
0,bleeding from the penis foul-smelling discharge rash on the penis,*,*,Penile cancer,science.aiml
0, food poisoning,*,*,reactive arthritis ,science.aiml
0,burning and stinging sensations      permanent redness       small blood vessels in the skin becoming visible,*,*,Rosacea,science.aiml
0, squint      change in the colour of the iris    inflamed eye,*,*, Retinoblastoma,science.aiml
0,tingling    burning    itching or throbbing   painful   cramping   sensation in the legs,*,*,Restless legs syndrome,science.aiml
0,tremor slowness of movement (bradykinesia)   muscle  stiffness (rigidity),*,*, Parkinson's disease,science.aiml
0,thinking other people are lying to them or trying to manipulate them     feeling they cannot really trust their friends and associates,*,*,personality disorder,science.aiml
0,needing to urinate more frequently     needing to rush to the toilet          weak flow,*,*,Prostate cancer,science.aiml
0, lump in the neck hearing loss  tinnitus       nose bleeds,*,*,Nasopharyngeal cancer,science.aiml
0,night sweats high temperature persistent cough breathlessness,*,*,Non-Hodgkin lymphoma,science.aiml
0,hot flushes      night sweats     difficulty sleeping      low mood or anxiety,*,*, menopause,science.aiml
0, what should  be done now?,*,*,Visit the near by doctor,science.aiml
0,What is your name?,*,*,Tamizharasi,science.aiml
